Test_Type,Parameter_Value,Parameter_Unit,Time_ms
Test_1_FileSize,2587.0,KB,2041.0938
Test_1_FileSize,2588.0,KB,2041.8750
Test_1_FileSize,2589.0,KB,2042.6562
Test_1_FileSize,2590.0,KB,2043.4375
Test_1_FileSize,2591.0,KB,2044.2188
Test_1_FileSize,2592.0,KB,2045.0000
Test_1_FileSize,2593.0,KB,2045.7812
Test_1_FileSize,2594.0,KB,2046.5625
Test_1_FileSize,2595.0,KB,2047.3438
Test_1_FileSize,2596.0,KB,2048.1250
Test_1_FileSize,2597.0,KB,2048.9062
Test_1_FileSize,2598.0,KB,2049.6875
Test_1_FileSize,2599.0,KB,2050.4688
Test_1_FileSize,2600.0,KB,2051.2500
Test_1_FileSize,2601.0,KB,2052.0312
Test_1_FileSize,2602.0,KB,2052.8125
Test_1_FileSize,2603.0,KB,2053.5938
Test_1_FileSize,2604.0,KB,2054.3750
Test_1_FileSize,2605.0,KB,2055.1562
Test_1_FileSize,2606.0,KB,2055.9375
Test_1_FileSize,2607.0,KB,2056.7188
Test_1_FileSize,2608.0,KB,2057.5000
Test_1_FileSize,2609.0,KB,2058.2812
Test_1_FileSize,2610.0,KB,2059.0625
Test_1_FileSize,2611.0,KB,2059.8438
Test_1_FileSize,2612.0,KB,2060.6250
Test_1_FileSize,2613.0,KB,2061.4062
Test_1_FileSize,2614.0,KB,2062.1875
Test_1_FileSize,2615.0,KB,2062.9688
Test_1_FileSize,2616.0,KB,2063.7500
Test_1_FileSize,2617.0,KB,2064.5312
Test_1_FileSize,2618.0,KB,2065.3125
Test_1_FileSize,2619.0,KB,2066.0938
Test_1_FileSize,2620.0,KB,2066.8750
Test_1_FileSize,2621.0,KB,2067.6562
Test_1_FileSize,2622.0,KB,2068.4375
Test_1_FileSize,2623.0,KB,2069.2188
Test_1_FileSize,2624.0,KB,2070.0000
Test_1_FileSize,2625.0,KB,2070.7812
Test_1_FileSize,2626.0,KB,2071.5625
Test_1_FileSize,2627.0,KB,2072.3438
Test_1_FileSize,2628.0,KB,2073.1250
Test_1_FileSize,2629.0,KB,2073.9062
Test_1_FileSize,2630.0,KB,2074.6875
Test_1_FileSize,2631.0,KB,2075.4688
Test_1_FileSize,2632.0,KB,2076.2500
Test_1_FileSize,2633.0,KB,2077.0312
Test_1_FileSize,2634.0,KB,2077.8125
Test_1_FileSize,2635.0,KB,2078.5938
Test_1_FileSize,2636.0,KB,2079.3750
Test_1_FileSize,2637.0,KB,2080.1562
Test_1_FileSize,2638.0,KB,2080.9375
Test_1_FileSize,2639.0,KB,2081.7188
Test_1_FileSize,2640.0,KB,2082.5000
Test_1_FileSize,2641.0,KB,2083.2812
Test_1_FileSize,2642.0,KB,2084.0625
Test_1_FileSize,2643.0,KB,2084.8438
Test_1_FileSize,2644.0,KB,2085.6250
Test_1_FileSize,2645.0,KB,2086.4062
Test_1_FileSize,2646.0,KB,2087.1875
Test_1_FileSize,2647.0,KB,2087.9688
Test_1_FileSize,2648.0,KB,2088.7500
Test_1_FileSize,2649.0,KB,2089.5312
Test_1_FileSize,2650.0,KB,2090.3125
Test_1_FileSize,2651.0,KB,2091.0938
Test_1_FileSize,2652.0,KB,2091.8750
Test_1_FileSize,2653.0,KB,2092.6562
Test_1_FileSize,2654.0,KB,2093.4375
Test_1_FileSize,2655.0,KB,2094.2188
Test_1_FileSize,2656.0,KB,2095.0000
Test_1_FileSize,2657.0,KB,2095.7812
Test_1_FileSize,2658.0,KB,2096.5625
Test_1_FileSize,2659.0,KB,2097.3438
Test_1_FileSize,2660.0,KB,2098.1250
Test_1_FileSize,2661.0,KB,2098.9062
Test_1_FileSize,2662.0,KB,2099.6875
Test_1_FileSize,2663.0,KB,2100.4688
Test_1_FileSize,2664.0,KB,2101.2500
Test_1_FileSize,2665.0,KB,2102.0312
Test_1_FileSize,2666.0,KB,2102.8125
Test_1_FileSize,2667.0,KB,2103.5938
Test_1_FileSize,2668.0,KB,2104.3750
Test_1_FileSize,2669.0,KB,2105.1562
Test_1_FileSize,2670.0,KB,2105.9375
Test_1_FileSize,2671.0,KB,2106.7188
Test_1_FileSize,2672.0,KB,2107.5000
Test_1_FileSize,2673.0,KB,2108.2812
Test_1_FileSize,2674.0,KB,2109.0625
Test_1_FileSize,2675.0,KB,2109.8438
Test_1_FileSize,2676.0,KB,2110.6250
Test_1_FileSize,2677.0,KB,2111.4062
Test_1_FileSize,2678.0,KB,2112.1875
Test_1_FileSize,2679.0,KB,2112.9688
Test_1_FileSize,2680.0,KB,2113.7500
Test_1_FileSize,2681.0,KB,2114.5312
Test_1_FileSize,2682.0,KB,2115.3125
Test_1_FileSize,2683.0,KB,2116.0938
Test_1_FileSize,2684.0,KB,2116.8750
Test_1_FileSize,2685.0,KB,2117.6562
Test_1_FileSize,2686.0,KB,2118.4375
Test_1_FileSize,2687.0,KB,2119.2188
Test_1_FileSize,2688.0,KB,2120.0000
Test_1_FileSize,2689.0,KB,2120.7812
Test_1_FileSize,2690.0,KB,2121.5625
Test_1_FileSize,2691.0,KB,2122.3438
Test_1_FileSize,2692.0,KB,2123.1250
Test_1_FileSize,2693.0,KB,2123.9062
Test_1_FileSize,2694.0,KB,2124.6875
Test_1_FileSize,2695.0,KB,2125.4688
Test_1_FileSize,2696.0,KB,2126.2500
Test_1_FileSize,2697.0,KB,2127.0312
Test_1_FileSize,2698.0,KB,2127.8125
Test_1_FileSize,2699.0,KB,2128.5938
Test_1_FileSize,2700.0,KB,2129.3750
Test_1_FileSize,2701.0,KB,2130.1562
Test_1_FileSize,2702.0,KB,2130.9375
Test_1_FileSize,2703.0,KB,2131.7188
Test_1_FileSize,2704.0,KB,2132.5000
Test_1_FileSize,2705.0,KB,2133.2812
Test_1_FileSize,2706.0,KB,2134.0625
Test_1_FileSize,2707.0,KB,2134.8438
Test_1_FileSize,2708.0,KB,2135.6250
Test_1_FileSize,2709.0,KB,2136.4062
Test_1_FileSize,2710.0,KB,2137.1875
Test_1_FileSize,2711.0,KB,2137.9688
Test_1_FileSize,2712.0,KB,2138.7500
Test_1_FileSize,2713.0,KB,2139.5312
Test_1_FileSize,2714.0,KB,2140.3125
Test_1_FileSize,2715.0,KB,2141.0938
Test_1_FileSize,2716.0,KB,2141.8750
Test_1_FileSize,2717.0,KB,2142.6562
Test_1_FileSize,2718.0,KB,2143.4375
Test_1_FileSize,2719.0,KB,2144.2188
Test_1_FileSize,2720.0,KB,2145.0000
Test_1_FileSize,2721.0,KB,2145.7812
Test_1_FileSize,2722.0,KB,2146.5625
Test_1_FileSize,2723.0,KB,2147.3438
Test_1_FileSize,2724.0,KB,2148.1250
Test_1_FileSize,2725.0,KB,2148.9062
Test_1_FileSize,2726.0,KB,2149.6875
Test_1_FileSize,2727.0,KB,2150.4688
Test_1_FileSize,2728.0,KB,2151.2500
Test_1_FileSize,2729.0,KB,2152.0312
Test_1_FileSize,2730.0,KB,2152.8125
Test_1_FileSize,2731.0,KB,2153.5938
Test_1_FileSize,2732.0,KB,2154.3750
Test_1_FileSize,2733.0,KB,2155.1562
Test_1_FileSize,2734.0,KB,2155.9375
Test_1_FileSize,2735.0,KB,2156.7188
Test_1_FileSize,2736.0,KB,2157.5000
Test_1_FileSize,2737.0,KB,2158.2812
Test_1_FileSize,2738.0,KB,2159.0625
Test_1_FileSize,2739.0,KB,2159.8438
Test_1_FileSize,2740.0,KB,2160.6250
Test_1_FileSize,2741.0,KB,2161.4062
Test_1_FileSize,2742.0,KB,2162.1875
Test_1_FileSize,2743.0,KB,2162.9688
Test_1_FileSize,2744.0,KB,2163.7500
Test_1_FileSize,2745.0,KB,2164.5312
Test_1_FileSize,2746.0,KB,2165.3125
Test_1_FileSize,2747.0,KB,2166.0938
Test_1_FileSize,2748.0,KB,2166.8750
Test_1_FileSize,2749.0,KB,2167.6562
Test_1_FileSize,2750.0,KB,2168.4375
Test_1_FileSize,2751.0,KB,2169.2188
Test_1_FileSize,2752.0,KB,2170.0000
Test_1_FileSize,2753.0,KB,2170.7812
Test_1_FileSize,2754.0,KB,2171.5625
Test_1_FileSize,2755.0,KB,2172.3438
Test_1_FileSize,2756.0,KB,2173.1250
Test_1_FileSize,2757.0,KB,2173.9062
Test_1_FileSize,2758.0,KB,2174.6875
Test_1_FileSize,2759.0,KB,2175.4688
Test_1_FileSize,2760.0,KB,2176.2500
Test_1_FileSize,2761.0,KB,2177.0312
Test_1_FileSize,2762.0,KB,2177.8125
Test_1_FileSize,2763.0,KB,2178.5938
Test_1_FileSize,2764.0,KB,2179.3750
Test_1_FileSize,2765.0,KB,2180.1562
Test_1_FileSize,2766.0,KB,2180.9375
Test_1_FileSize,2767.0,KB,2181.7188
Test_1_FileSize,2768.0,KB,2182.5000
Test_1_FileSize,2769.0,KB,2183.2812
Test_1_FileSize,2770.0,KB,2184.0625
Test_1_FileSize,2771.0,KB,2184.8438
Test_1_FileSize,2772.0,KB,2185.6250
Test_1_FileSize,2773.0,KB,2186.4062
Test_1_FileSize,2774.0,KB,2187.1875
Test_1_FileSize,2775.0,KB,2187.9688
Test_1_FileSize,2776.0,KB,2188.7500
Test_1_FileSize,2777.0,KB,2189.5312
Test_1_FileSize,2778.0,KB,2190.3125
Test_1_FileSize,2779.0,KB,2191.0938
Test_1_FileSize,2780.0,KB,2191.8750
Test_1_FileSize,2781.0,KB,2192.6562
Test_1_FileSize,2782.0,KB,2193.4375
Test_1_FileSize,2783.0,KB,2194.2188
Test_1_FileSize,2784.0,KB,2195.0000
Test_1_FileSize,2785.0,KB,2195.7812
Test_1_FileSize,2786.0,KB,2196.5625
Test_1_FileSize,2787.0,KB,2197.3438
Test_1_FileSize,2788.0,KB,2198.1250
Test_1_FileSize,2789.0,KB,2198.9062
Test_1_FileSize,2790.0,KB,2199.6875
Test_1_FileSize,2791.0,KB,2200.4688
Test_1_FileSize,2792.0,KB,2201.2500
Test_1_FileSize,2793.0,KB,2202.0312
Test_1_FileSize,2794.0,KB,2202.8125
Test_1_FileSize,2795.0,KB,2203.5938
Test_1_FileSize,2796.0,KB,2204.3750
Test_1_FileSize,2797.0,KB,2205.1562
Test_1_FileSize,2798.0,KB,2205.9375
Test_1_FileSize,2799.0,KB,2206.7188
Test_1_FileSize,2800.0,KB,2207.5000
Test_1_FileSize,2801.0,KB,2208.2812
Test_1_FileSize,2802.0,KB,2209.0625
Test_1_FileSize,2803.0,KB,2209.8438
Test_1_FileSize,2804.0,KB,2210.6250
Test_1_FileSize,2805.0,KB,2211.4062
Test_1_FileSize,2806.0,KB,2212.1875
Test_1_FileSize,2807.0,KB,2212.9688
Test_1_FileSize,2808.0,KB,2213.7500
Test_1_FileSize,2809.0,KB,2214.5312
Test_1_FileSize,2810.0,KB,2215.3125
Test_1_FileSize,2811.0,KB,2216.0938
Test_1_FileSize,2812.0,KB,2216.8750
Test_1_FileSize,2813.0,KB,2217.6562
Test_1_FileSize,2814.0,KB,2218.4375
Test_1_FileSize,2815.0,KB,2219.2188
Test_1_FileSize,2816.0,KB,2220.0000
Test_1_FileSize,2817.0,KB,2220.7812
Test_1_FileSize,2818.0,KB,2221.5625
Test_1_FileSize,2819.0,KB,2222.3438
Test_1_FileSize,2820.0,KB,2223.1250
Test_1_FileSize,2821.0,KB,2223.9062
Test_1_FileSize,2822.0,KB,2224.6875
Test_1_FileSize,2823.0,KB,2225.4688
Test_1_FileSize,2824.0,KB,2226.2500
Test_1_FileSize,2825.0,KB,2227.0312
Test_1_FileSize,2826.0,KB,2227.8125
Test_1_FileSize,2827.0,KB,2228.5938
Test_1_FileSize,2828.0,KB,2229.3750
Test_1_FileSize,2829.0,KB,2230.1562
Test_1_FileSize,2830.0,KB,2230.9375
Test_1_FileSize,2831.0,KB,2231.7188
Test_1_FileSize,2832.0,KB,2232.5000
Test_1_FileSize,2833.0,KB,2233.2812
Test_1_FileSize,2834.0,KB,2234.0625
Test_1_FileSize,2835.0,KB,2234.8438
Test_1_FileSize,2836.0,KB,2235.6250
Test_1_FileSize,2837.0,KB,2236.4062
Test_1_FileSize,2838.0,KB,2237.1875
Test_1_FileSize,2839.0,KB,2237.9688
Test_1_FileSize,2840.0,KB,2238.7500
Test_1_FileSize,2841.0,KB,2239.5312
Test_1_FileSize,2842.0,KB,2240.3125
Test_1_FileSize,2843.0,KB,2241.0938
Test_1_FileSize,2844.0,KB,2241.8750
Test_1_FileSize,2845.0,KB,2242.6562
Test_1_FileSize,2846.0,KB,2243.4375
Test_1_FileSize,2847.0,KB,2244.2188
Test_1_FileSize,2848.0,KB,2245.0000
Test_1_FileSize,2849.0,KB,2245.7812
Test_1_FileSize,2850.0,KB,2246.5625
Test_1_FileSize,2851.0,KB,2247.3438
Test_1_FileSize,2852.0,KB,2248.1250
Test_1_FileSize,2853.0,KB,2248.9062
Test_1_FileSize,2854.0,KB,2249.6875
Test_1_FileSize,2855.0,KB,2250.4688
Test_1_FileSize,2856.0,KB,2251.2500
Test_1_FileSize,2857.0,KB,2252.0312
Test_1_FileSize,2858.0,KB,2252.8125
Test_1_FileSize,2859.0,KB,2253.5938
Test_1_FileSize,2860.0,KB,2254.3750
Test_1_FileSize,2861.0,KB,2255.1562
Test_1_FileSize,2862.0,KB,2255.9375
Test_1_FileSize,2863.0,KB,2256.7188
Test_1_FileSize,2864.0,KB,2257.5000
Test_1_FileSize,2865.0,KB,2258.2812
Test_1_FileSize,2866.0,KB,2259.0625
Test_1_FileSize,2867.0,KB,2259.8438
Test_1_FileSize,2868.0,KB,2260.6250
Test_1_FileSize,2869.0,KB,2261.4062
Test_1_FileSize,2870.0,KB,2262.1875
Test_1_FileSize,2871.0,KB,2262.9688
Test_1_FileSize,2872.0,KB,2263.7500
Test_1_FileSize,2873.0,KB,2264.5312
Test_1_FileSize,2874.0,KB,2265.3125
Test_1_FileSize,2875.0,KB,2266.0938
Test_1_FileSize,2876.0,KB,2266.8750
Test_1_FileSize,2877.0,KB,2267.6562
Test_1_FileSize,2878.0,KB,2268.4375
Test_1_FileSize,2879.0,KB,2269.2188
Test_1_FileSize,2880.0,KB,2270.0000
Test_1_FileSize,2881.0,KB,2270.7812
Test_1_FileSize,2882.0,KB,2271.5625
Test_1_FileSize,2883.0,KB,2272.3438
Test_1_FileSize,2884.0,KB,2273.1250
Test_1_FileSize,2885.0,KB,2273.9062
Test_1_FileSize,2886.0,KB,2274.6875
Test_1_FileSize,2887.0,KB,2275.4688
Test_1_FileSize,2888.0,KB,2276.2500
Test_1_FileSize,2889.0,KB,2277.0312
Test_1_FileSize,2890.0,KB,2277.8125
Test_1_FileSize,2891.0,KB,2278.5938
Test_1_FileSize,2892.0,KB,2279.3750
Test_1_FileSize,2893.0,KB,2280.1562
Test_1_FileSize,2894.0,KB,2280.9375
Test_1_FileSize,2895.0,KB,2281.7188
Test_1_FileSize,2896.0,KB,2282.5000
Test_1_FileSize,2897.0,KB,2283.2812
Test_1_FileSize,2898.0,KB,2284.0625
Test_1_FileSize,2899.0,KB,2284.8438
Test_1_FileSize,2900.0,KB,2285.6250
Test_1_FileSize,2901.0,KB,2286.4062
Test_1_FileSize,2902.0,KB,2287.1875
Test_1_FileSize,2903.0,KB,2287.9688
Test_1_FileSize,2904.0,KB,2288.7500
Test_1_FileSize,2905.0,KB,2289.5312
Test_1_FileSize,2906.0,KB,2290.3125
Test_1_FileSize,2907.0,KB,2291.0938
Test_1_FileSize,2908.0,KB,2291.8750
Test_1_FileSize,2909.0,KB,2292.6562
Test_1_FileSize,2910.0,KB,2293.4375
Test_1_FileSize,2911.0,KB,2294.2188
Test_1_FileSize,2912.0,KB,2295.0000
Test_1_FileSize,2913.0,KB,2295.7812
Test_1_FileSize,2914.0,KB,2296.5625
Test_1_FileSize,2915.0,KB,2297.3438
Test_1_FileSize,2916.0,KB,2298.1250
Test_1_FileSize,2917.0,KB,2298.9062
Test_1_FileSize,2918.0,KB,2299.6875
Test_1_FileSize,2919.0,KB,2300.4688
Test_1_FileSize,2920.0,KB,2301.2500
Test_1_FileSize,2921.0,KB,2302.0312
Test_1_FileSize,2922.0,KB,2302.8125
Test_1_FileSize,2923.0,KB,2303.5938
Test_1_FileSize,2924.0,KB,2304.3750
Test_1_FileSize,2925.0,KB,2305.1562
Test_1_FileSize,2926.0,KB,2305.9375
Test_1_FileSize,2927.0,KB,2306.7188
Test_1_FileSize,2928.0,KB,2307.5000
Test_1_FileSize,2929.0,KB,2308.2812
Test_1_FileSize,2930.0,KB,2309.0625
Test_1_FileSize,2931.0,KB,2309.8438
Test_1_FileSize,2932.0,KB,2310.6250
Test_1_FileSize,2933.0,KB,2311.4062
Test_1_FileSize,2934.0,KB,2312.1875
Test_1_FileSize,2935.0,KB,2312.9688
Test_1_FileSize,2936.0,KB,2313.7500
Test_1_FileSize,2937.0,KB,2314.5312
Test_1_FileSize,2938.0,KB,2315.3125
Test_1_FileSize,2939.0,KB,2316.0938
Test_1_FileSize,2940.0,KB,2316.8750
Test_1_FileSize,2941.0,KB,2317.6562
Test_1_FileSize,2942.0,KB,2318.4375
Test_1_FileSize,2943.0,KB,2319.2188
Test_1_FileSize,2944.0,KB,2320.0000
Test_1_FileSize,2945.0,KB,2320.7812
Test_1_FileSize,2946.0,KB,2321.5625
Test_1_FileSize,2947.0,KB,2322.3438
Test_1_FileSize,2948.0,KB,2323.1250
Test_1_FileSize,2949.0,KB,2323.9062
Test_1_FileSize,2950.0,KB,2324.6875
Test_1_FileSize,2951.0,KB,2325.4688
Test_1_FileSize,2952.0,KB,2326.2500
Test_1_FileSize,2953.0,KB,2327.0312
Test_1_FileSize,2954.0,KB,2327.8125
Test_1_FileSize,2955.0,KB,2328.5938
Test_1_FileSize,2956.0,KB,2329.3750
Test_1_FileSize,2957.0,KB,2330.1562
Test_1_FileSize,2958.0,KB,2330.9375
Test_1_FileSize,2959.0,KB,2331.7188
Test_1_FileSize,2960.0,KB,2332.5000
Test_1_FileSize,2961.0,KB,2333.2812
Test_1_FileSize,2962.0,KB,2334.0625
Test_1_FileSize,2963.0,KB,2334.8438
Test_1_FileSize,2964.0,KB,2335.6250
Test_1_FileSize,2965.0,KB,2336.4062
Test_1_FileSize,2966.0,KB,2337.1875
Test_1_FileSize,2967.0,KB,2337.9688
Test_1_FileSize,2968.0,KB,2338.7500
Test_1_FileSize,2969.0,KB,2339.5312
Test_1_FileSize,2970.0,KB,2340.3125
Test_1_FileSize,2971.0,KB,2341.0938
Test_1_FileSize,2972.0,KB,2341.8750
Test_1_FileSize,2973.0,KB,2342.6562
Test_1_FileSize,2974.0,KB,2343.4375
Test_1_FileSize,2975.0,KB,2344.2188
Test_1_FileSize,2976.0,KB,2345.0000
Test_1_FileSize,2977.0,KB,2345.7812
Test_1_FileSize,2978.0,KB,2346.5625
Test_1_FileSize,2979.0,KB,2347.3438
Test_1_FileSize,2980.0,KB,2348.1250
Test_1_FileSize,2981.0,KB,2348.9062
Test_1_FileSize,2982.0,KB,2349.6875
Test_1_FileSize,2983.0,KB,2350.4688
Test_1_FileSize,2984.0,KB,2351.2500
Test_1_FileSize,2985.0,KB,2352.0312
Test_1_FileSize,2986.0,KB,2352.8125
Test_1_FileSize,2987.0,KB,2353.5938
Test_1_FileSize,2988.0,KB,2354.3750
Test_1_FileSize,2989.0,KB,2355.1562
Test_1_FileSize,2990.0,KB,2355.9375
Test_1_FileSize,2991.0,KB,2356.7188
Test_1_FileSize,2992.0,KB,2357.5000
Test_1_FileSize,2993.0,KB,2358.2812
Test_1_FileSize,2994.0,KB,2359.0625
Test_1_FileSize,2995.0,KB,2359.8438
Test_1_FileSize,2996.0,KB,2360.6250
Test_1_FileSize,2997.0,KB,2361.4062
Test_1_FileSize,2998.0,KB,2362.1875
Test_1_FileSize,2999.0,KB,2362.9688
Test_1_FileSize,3000.0,KB,2363.7500
Test_1_FileSize,3001.0,KB,2364.5312
Test_1_FileSize,3002.0,KB,2365.3125
Test_1_FileSize,3003.0,KB,2366.0938
Test_1_FileSize,3004.0,KB,2366.8750
Test_1_FileSize,3005.0,KB,2367.6562
Test_1_FileSize,3006.0,KB,2368.4375
Test_1_FileSize,3007.0,KB,2369.2188
Test_1_FileSize,3008.0,KB,2370.0000
Test_1_FileSize,3009.0,KB,2370.7812
Test_1_FileSize,3010.0,KB,2371.5625
Test_1_FileSize,3011.0,KB,2372.3438
Test_1_FileSize,3012.0,KB,2373.1250
Test_1_FileSize,3013.0,KB,2373.9062
Test_1_FileSize,3014.0,KB,2374.6875
Test_1_FileSize,3015.0,KB,2375.4688
Test_1_FileSize,3016.0,KB,2376.2500
Test_1_FileSize,3017.0,KB,2377.0312
Test_1_FileSize,3018.0,KB,2377.8125
Test_1_FileSize,3019.0,KB,2378.5938
Test_1_FileSize,3020.0,KB,2379.3750
Test_1_FileSize,3021.0,KB,2380.1562
Test_1_FileSize,3022.0,KB,2380.9375
Test_1_FileSize,3023.0,KB,2381.7188
Test_1_FileSize,3024.0,KB,2382.5000
Test_1_FileSize,3025.0,KB,2383.2812
Test_1_FileSize,3026.0,KB,2384.0625
Test_1_FileSize,3027.0,KB,2384.8438
Test_1_FileSize,3028.0,KB,2385.6250
Test_1_FileSize,3029.0,KB,2386.4062
Test_1_FileSize,3030.0,KB,2387.1875
Test_1_FileSize,3031.0,KB,2387.9688
Test_1_FileSize,3032.0,KB,2388.7500
Test_1_FileSize,3033.0,KB,2389.5312
Test_1_FileSize,3034.0,KB,2390.3125
Test_1_FileSize,3035.0,KB,2391.0938
Test_1_FileSize,3036.0,KB,2391.8750
Test_1_FileSize,3037.0,KB,2392.6562
Test_1_FileSize,3038.0,KB,2393.4375
Test_1_FileSize,3039.0,KB,2394.2188
Test_1_FileSize,3040.0,KB,2395.0000
Test_1_FileSize,3041.0,KB,2395.7812
Test_1_FileSize,3042.0,KB,2396.5625
Test_1_FileSize,3043.0,KB,2397.3438
Test_1_FileSize,3044.0,KB,2398.1250
Test_1_FileSize,3045.0,KB,2398.9062
Test_1_FileSize,3046.0,KB,2399.6875
Test_1_FileSize,3047.0,KB,2400.4688
Test_1_FileSize,3048.0,KB,2401.2500
Test_1_FileSize,3049.0,KB,2402.0312
Test_1_FileSize,3050.0,KB,2402.8125
Test_1_FileSize,3051.0,KB,2403.5938
Test_1_FileSize,3052.0,KB,2404.3750
Test_1_FileSize,3053.0,KB,2405.1562
Test_1_FileSize,3054.0,KB,2405.9375
Test_1_FileSize,3055.0,KB,2406.7188
Test_1_FileSize,3056.0,KB,2407.5000
Test_1_FileSize,3057.0,KB,2408.2812
Test_1_FileSize,3058.0,KB,2409.0625
Test_1_FileSize,3059.0,KB,2409.8438
Test_1_FileSize,3060.0,KB,2410.6250
Test_1_FileSize,3061.0,KB,2411.4062
Test_1_FileSize,3062.0,KB,2412.1875
Test_1_FileSize,3063.0,KB,2412.9688
Test_1_FileSize,3064.0,KB,2413.7500
Test_1_FileSize,3065.0,KB,2414.5312
Test_1_FileSize,3066.0,KB,2415.3125
Test_1_FileSize,3067.0,KB,2416.0938
Test_1_FileSize,3068.0,KB,2416.8750
Test_1_FileSize,3069.0,KB,2417.6562
Test_1_FileSize,3070.0,KB,2418.4375
Test_1_FileSize,3071.0,KB,2419.2188
Test_1_FileSize,3072.0,KB,2420.0000
Test_1_FileSize,3073.0,KB,2420.7812
Test_1_FileSize,3074.0,KB,2421.5625
Test_1_FileSize,3075.0,KB,2422.3438
Test_1_FileSize,3076.0,KB,2423.1250
Test_1_FileSize,3077.0,KB,2423.9062
Test_1_FileSize,3078.0,KB,2424.6875
Test_1_FileSize,3079.0,KB,2425.4688
Test_1_FileSize,3080.0,KB,2426.2500
Test_1_FileSize,3081.0,KB,2427.0312
Test_1_FileSize,3082.0,KB,2427.8125
Test_1_FileSize,3083.0,KB,2428.5938
Test_1_FileSize,3084.0,KB,2429.3750
Test_1_FileSize,3085.0,KB,2430.1562
Test_1_FileSize,3086.0,KB,2430.9375
Test_1_FileSize,3087.0,KB,2431.7188
Test_1_FileSize,3088.0,KB,2432.5000
Test_1_FileSize,3089.0,KB,2433.2812
Test_1_FileSize,3090.0,KB,2434.0625
Test_1_FileSize,3091.0,KB,2434.8438
Test_1_FileSize,3092.0,KB,2435.6250
Test_1_FileSize,3093.0,KB,2436.4062
Test_1_FileSize,3094.0,KB,2437.1875
Test_1_FileSize,3095.0,KB,2437.9688
Test_1_FileSize,3096.0,KB,2438.7500
Test_1_FileSize,3097.0,KB,2439.5312
Test_1_FileSize,3098.0,KB,2440.3125
Test_1_FileSize,3099.0,KB,2441.0938
Test_1_FileSize,3100.0,KB,2441.8750
Test_1_FileSize,3101.0,KB,2442.6562
Test_1_FileSize,3102.0,KB,2443.4375
Test_1_FileSize,3103.0,KB,2444.2188
Test_1_FileSize,3104.0,KB,2445.0000
Test_1_FileSize,3105.0,KB,2445.7812
Test_1_FileSize,3106.0,KB,2446.5625
Test_1_FileSize,3107.0,KB,2447.3438
Test_1_FileSize,3108.0,KB,2448.1250
Test_1_FileSize,3109.0,KB,2448.9062
Test_1_FileSize,3110.0,KB,2449.6875
Test_1_FileSize,3111.0,KB,2450.4688
Test_1_FileSize,3112.0,KB,2451.2500
Test_1_FileSize,3113.0,KB,2452.0312
Test_1_FileSize,3114.0,KB,2452.8125
Test_1_FileSize,3115.0,KB,2453.5938
Test_1_FileSize,3116.0,KB,2454.3750
Test_1_FileSize,3117.0,KB,2455.1562
Test_1_FileSize,3118.0,KB,2455.9375
Test_1_FileSize,3119.0,KB,2456.7188
Test_1_FileSize,3120.0,KB,2457.5000
Test_1_FileSize,3121.0,KB,2458.2812
Test_1_FileSize,3122.0,KB,2459.0625
Test_1_FileSize,3123.0,KB,2459.8438
Test_1_FileSize,3124.0,KB,2460.6250
Test_1_FileSize,3125.0,KB,2461.4062
Test_1_FileSize,3126.0,KB,2462.1875
Test_1_FileSize,3127.0,KB,2462.9688
Test_1_FileSize,3128.0,KB,2463.7500
Test_1_FileSize,3129.0,KB,2464.5312
Test_1_FileSize,3130.0,KB,2465.3125
Test_1_FileSize,3131.0,KB,2466.0938
Test_1_FileSize,3132.0,KB,2466.8750
Test_1_FileSize,3133.0,KB,2467.6562
Test_1_FileSize,3134.0,KB,2468.4375
Test_1_FileSize,3135.0,KB,2469.2188
Test_1_FileSize,3136.0,KB,2470.0000
Test_1_FileSize,3137.0,KB,2470.7812
Test_1_FileSize,3138.0,KB,2471.5625
Test_1_FileSize,3139.0,KB,2472.3438
Test_1_FileSize,3140.0,KB,2473.1250
Test_1_FileSize,3141.0,KB,2473.9062
Test_1_FileSize,3142.0,KB,2474.6875
Test_1_FileSize,3143.0,KB,2475.4688
Test_1_FileSize,3144.0,KB,2476.2500
Test_1_FileSize,3145.0,KB,2477.0312
Test_1_FileSize,3146.0,KB,2477.8125
Test_1_FileSize,3147.0,KB,2478.5938
Test_1_FileSize,3148.0,KB,2479.3750
Test_1_FileSize,3149.0,KB,2480.1562
Test_1_FileSize,3150.0,KB,2480.9375
Test_1_FileSize,3151.0,KB,2481.7188
Test_1_FileSize,3152.0,KB,2482.5000
Test_1_FileSize,3153.0,KB,2483.2812
Test_1_FileSize,3154.0,KB,2484.0625
Test_1_FileSize,3155.0,KB,2484.8438
Test_1_FileSize,3156.0,KB,2485.6250
Test_1_FileSize,3157.0,KB,2486.4062
Test_1_FileSize,3158.0,KB,2487.1875
Test_1_FileSize,3159.0,KB,2487.9688
Test_1_FileSize,3160.0,KB,2488.7500
Test_1_FileSize,3161.0,KB,2489.5312
Test_1_FileSize,3162.0,KB,2490.3125
Test_1_FileSize,3163.0,KB,2491.0938
Test_1_FileSize,3164.0,KB,2491.8750
Test_1_FileSize,3165.0,KB,2492.6562
Test_1_FileSize,3166.0,KB,2493.4375
Test_1_FileSize,3167.0,KB,2494.2188
Test_1_FileSize,3168.0,KB,2495.0000
